api,well_name,operator,county,field,latitude,longitude,depth_ft,completion_date,status,well_type,well_id
42479002120100,Williams 782H,SM Energy Company,Webb,Eagle Ford,27.672728,-99.592484,14758,2023-02-11,Active,Oil,212
42479002130100,Anderson 563H,Callon Petroleum Operating Company,Webb,Eagle Ford,27.314813,-99.636004,8043,2023-11-28,Active,Oil,213
42479002140000,Rodriguez 49C,Centennial Resource Production LLC,Webb,Eagle Ford,27.342847,-99.42883,7527,2023-02-03,Active,Oil,214
42479002150001,Brown 12C,ConocoPhillips Company,Webb,Eagle Ford,27.34576,-99.234224,8070,2023-03-18,Active,Oil,215
42479002160002,Williams 502H,Laredo Petroleum Inc,Webb,Eagle Ford,27.55622,-99.738024,5202,2022-10-26,Active,Oil,216
42479002170002,Taylor 18C,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.662422,-99.464278,9405,2022-11-05,Active,Oil,217
42479002180001,Williams 332H,Diamondback E&P LLC,Webb,Eagle Ford,27.331634,-99.539194,9040,2023-10-03,Active,Oil,218
42479002190001,Martinez 433H,Independence Resources Management LLC,Webb,Eagle Ford,27.397774,-99.735817,12212,2022-12-09,Active,Oil,219
42479002200101,Miller 413H,Independence Resources Management LLC,Webb,Eagle Ford,27.368062,-99.607601,9775,2023-12-13,Active,Oil,220
42479002210101,Brown 76D,Matador Production Company,Webb,Eagle Ford,27.690987,-99.604468,13939,2022-07-04,Active,Oil,221
42479002220101,Williams 873H,Laredo Petroleum Inc,Webb,Eagle Ford,27.313458,-99.363672,13180,2022-05-23,Active,Oil,222
42479002230100,Hernandez 754H,Chevron USA Inc,Webb,Eagle Ford,27.426341,-99.707514,11566,2023-07-02,Active,Oil,223
42479002240000,Garcia 222H,Concho Resources Inc,Webb,Eagle Ford,27.571823,-99.325567,5725,2023-07-31,Active,Oil,224
42479002250000,Brown 291H,Centennial Resource Production LLC,Webb,Eagle Ford,27.783406,-99.601042,13366,2023-06-16,Active,Oil,225
42479002260001,Smith 144H,Matador Production Company,Webb,Eagle Ford,27.410516,-99.575528,9840,2023-03-02,Active,Oil,226
42479002270001,Martinez 274H,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.358035,-99.235594,13537,2023-05-10,Active,Oil,227
42479002280001,Johnson 3B,ConocoPhillips Company,Webb,Eagle Ford,27.519083,-99.381942,10620,2023-10-26,Active,Oil,228
42479002290002,Miller 722H,Devon Energy Production Company LP,Webb,Eagle Ford,27.764961,-99.355706,11985,2023-04-19,Active,Oil,229
42479002300100,White 58D,Centennial Resource Production LLC,Webb,Eagle Ford,27.61488,-99.688168,14702,2023-03-16,Active,Oil,230
42479002310002,Miller 422H,Occidental Petroleum Corporation,Webb,Eagle Ford,27.402892,-99.348605,8228,2023-04-14,Active,Oil,231
42479002320102,Taylor 45B,Cimarex Energy Company,Webb,Eagle Ford,27.563858,-99.416535,10766,2023-04-14,Active,Oil,232
42479002330000,Garcia 151H,Apache Corporation,Webb,Eagle Ford,27.759341,-99.445899,7999,2023-01-18,Active,Oil,233
42479002340101,Miller 824H,SM Energy Company,Webb,Eagle Ford,27.494232,-99.442145,13804,2023-12-12,Active,Oil,234
42479002350001,Hernandez 46A,Devon Energy Production Company LP,Webb,Eagle Ford,27.577456,-99.506215,5157,2023-05-12,Active,Oil,235
42479002360102,Moore 913H,Centennial Resource Production LLC,Webb,Eagle Ford,27.781915,-99.496737,12272,2023-05-16,Active,Oil,236
42479002370001,Garcia 221H,Matador Production Company,Webb,Eagle Ford,27.31543,-99.343366,12492,2023-08-03,Active,Oil,237
42479002380002,Anderson 98A,Cimarex Energy Company,Webb,Eagle Ford,27.574863,-99.732073,12231,2023-07-14,Active,Oil,238
42479002390000,Hernandez 451H,Concho Resources Inc,Webb,Eagle Ford,27.351208,-99.301958,6425,2023-03-26,Active,Oil,239
42479002400002,White 223H,ConocoPhillips Company,Webb,Eagle Ford,27.687816,-99.657832,7281,2022-07-31,Active,Oil,240
42479002410001,Wilson 741H,EOG Resources Inc,Webb,Eagle Ford,27.585037,-99.480632,9380,2023-06-11,Active,Oil,241
42479002420001,Jones 32C,ConocoPhillips Company,Webb,Eagle Ford,27.367794,-99.349944,7396,2023-12-30,Active,Oil,242
42479002430002,Rodriguez 493H,Chevron USA Inc,Webb,Eagle Ford,27.680737,-99.394259,12405,2022-03-19,Active,Oil,243
42479002440101,Martinez 94A,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.501425,-99.350119,6526,2023-04-15,Active,Oil,244
42479002450001,Davis 354H,Endeavor Energy Resources LP,Webb,Eagle Ford,27.725053,-99.322593,10289,2022-10-18,Active,Oil,245
42479002460000,Brown 34H,Matador Production Company,Webb,Eagle Ford,27.365297,-99.288546,7035,2022-06-11,Active,Oil,246
42479002470000,Rodriguez 84B,Permian Resources Operating LLC,Webb,Eagle Ford,27.795919,-99.54332,10905,2022-09-14,Active,Oil,247
42479002480102,Williams 1B,Devon Energy Production Company LP,Webb,Eagle Ford,27.325894,-99.424637,8496,2023-05-04,Active,Oil,248
42479002490002,Martinez 55B,Matador Production Company,Webb,Eagle Ford,27.413095,-99.39201,7165,2023-05-05,Active,Oil,249
42479002500001,Wilson 49C,Centennial Resource Production LLC,Webb,Eagle Ford,27.344666,-99.316426,7181,2023-10-19,Active,Oil,250
42479002510001,Anderson 81D,Diamondback E&P LLC,Webb,Eagle Ford,27.334206,-99.462025,7480,2023-02-26,Active,Oil,251
42479002520000,Thompson 453H,Parsley Energy Operations LLC,Webb,Eagle Ford,27.729981,-99.747987,12035,2022-11-19,Shut-in,Oil,252
42479002530002,Smith 271H,Chevron USA Inc,Webb,Eagle Ford,27.438484,-99.749451,13482,2023-09-14,Active,Oil,253
42479002540101,Brown 64D,Centennial Resource Production LLC,Webb,Eagle Ford,27.447771,-99.767259,14730,2022-03-14,Active,Oil,254
42479002550102,Thomas 702H,Permian Resources Operating LLC,Webb,Eagle Ford,27.793441,-99.239645,7830,2023-04-28,Active,Oil,255
42479002560000,Johnson 653H,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.308345,-99.75948,9693,2023-10-06,Active,Oil,256
42479002570001,Williams 111H,Concho Resources Inc,Webb,Eagle Ford,27.511788,-99.558634,13377,2022-07-28,Active,Oil,257
42479002580002,Thomas 8D,Diamondback E&P LLC,Webb,Eagle Ford,27.568195,-99.565561,9005,2022-03-30,Active,Oil,258
42479002590000,Smith 90C,ConocoPhillips Company,Webb,Eagle Ford,27.526686,-99.434701,5185,2022-06-17,Active,Oil,259
42479002600001,Jones 941H,Endeavor Energy Resources LP,Webb,Eagle Ford,27.561503,-99.330208,6934,2022-01-31,Active,Oil,260
42479002610001,Hernandez 82H,Concho Resources Inc,Webb,Eagle Ford,27.43599,-99.761677,13185,2023-08-04,Active,Oil,261
42479002620000,Martin 6A,Devon Energy Production Company LP,Webb,Eagle Ford,27.427558,-99.738257,5201,2022-09-08,Active,Oil,262
42479002630100,Martinez 54D,Endeavor Energy Resources LP,Webb,Eagle Ford,27.49149,-99.709949,10241,2022-10-05,Active,Oil,263
42479002640000,Martin 52A,Matador Production Company,Webb,Eagle Ford,27.486404,-99.498775,6129,2023-04-22,Active,Oil,264
42479002650000,Wilson 951H,Apache Corporation,Webb,Eagle Ford,27.46365,-99.468145,8974,2023-04-21,Active,Oil,265
42479002660000,Smith 43H,Cimarex Energy Company,Webb,Eagle Ford,27.798894,-99.334468,8817,2023-07-09,Active,Oil,266
42479002670000,Davis 54D,Permian Resources Operating LLC,Webb,Eagle Ford,27.775495,-99.799123,13061,2022-03-03,Active,Oil,267
42479002680102,Anderson 964H,Diamondback E&P LLC,Webb,Eagle Ford,27.655826,-99.744184,6391,2023-08-18,Active,Oil,268
42479002690001,Jones 38D,Diamondback E&P LLC,Webb,Eagle Ford,27.618608,-99.563389,9276,2022-11-19,Active,Oil,269
42479002700101,Garcia 26B,Centennial Resource Production LLC,Webb,Eagle Ford,27.650363,-99.358788,7230,2023-08-22,Active,Oil,270
42479002710002,Anderson 58D,ConocoPhillips Company,Webb,Eagle Ford,27.382187,-99.520367,10051,2023-04-20,Active,Oil,271
42479002720000,Martinez 12C,ConocoPhillips Company,Webb,Eagle Ford,27.34521,-99.315442,9066,2022-12-31,Active,Oil,272
42479002730001,Hernandez 13D,EOG Resources Inc,Webb,Eagle Ford,27.638592,-99.6439,12570,2022-04-15,Shut-in,Oil,273
42479002740000,Taylor 882H,Diamondback E&P LLC,Webb,Eagle Ford,27.360727,-99.762998,6376,2023-08-20,Active,Oil,274
42479002750000,Martinez 6B,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.3109,-99.761317,12552,2022-02-21,Active,Oil,275
42479002760001,Thomas 46C,Matador Production Company,Webb,Eagle Ford,27.516578,-99.365341,8517,2022-07-11,Active,Oil,276
42479002770002,Wilson 534H,Parsley Energy Operations LLC,Webb,Eagle Ford,27.741712,-99.77921,14022,2023-05-06,Active,Oil,277
42479002780002,Jackson 49A,Marathon Oil Company,Webb,Eagle Ford,27.491508,-99.548459,10883,2023-05-07,Active,Oil,278
42479002790101,Miller 41A,Cimarex Energy Company,Webb,Eagle Ford,27.472017,-99.460609,14783,2022-08-13,Active,Oil,279
42479002800002,Garcia 13C,Marathon Oil Company,Webb,Eagle Ford,27.329296,-99.205081,9060,2023-11-04,Active,Oil,280
42479002810002,Taylor 232H,Laredo Petroleum Inc,Webb,Eagle Ford,27.708143,-99.249644,7885,2022-08-31,Active,Oil,281
42479002820002,Davis 704H,Endeavor Energy Resources LP,Webb,Eagle Ford,27.75699,-99.783076,10063,2022-06-29,Active,Oil,282
42479002830100,Martinez 17D,Pioneer Natural Resources USA Inc,Webb,Eagle Ford,27.328084,-99.439002,10582,2022-07-01,Active,Oil,283
42479002840002,Anderson 48B,Callon Petroleum Operating Company,Webb,Eagle Ford,27.329778,-99.711373,11481,2023-08-24,Active,Oil,284
42479002850102,Martinez 91C,Apache Corporation,Webb,Eagle Ford,27.461302,-99.214484,14207,2023-12-12,Active,Oil,285
42479002860001,Wilson 171H,Independence Resources Management LLC,Webb,Eagle Ford,27.693496,-99.666058,7911,2022-01-02,Active,Oil,286
42479002870000,White 792H,Matador Production Company,Webb,Eagle Ford,27.495801,-99.20343,8619,2023-10-17,Active,Oil,287
42479002880001,Miller 91B,Cimarex Energy Company,Webb,Eagle Ford,27.370322,-99.352794,10500,2023-04-03,Active,Oil,288
42479002890002,Smith 50A,Occidental Petroleum Corporation,Webb,Eagle Ford,27.42477,-99.759323,12179,2023-03-06,Active,Oil,289
42479002900100,Moore 21D,Concho Resources Inc,Webb,Eagle Ford,27.546541,-99.572772,12393,2022-03-17,Shut-in,Oil,290
42255002910001,Miller 213H,EOG Resources Inc,Karnes,Eagle Ford,28.917963,-98.040642,6228,2023-07-15,Active,Oil,291
42255002920001,Miller 213H,Pioneer Natural Resources USA Inc,Karnes,Eagle Ford,28.93518,-97.707362,5877,2022-04-14,Active,Oil,292
42255002930002,Wilson 311H,Occidental Petroleum Corporation,Karnes,Eagle Ford,28.963712,-97.922944,6571,2022-02-20,Active,Oil,293
42255002940001,Williams 851H,Laredo Petroleum Inc,Karnes,Eagle Ford,29.135942,-98.123205,14833,2023-05-07,Active,Oil,294
42255002950100,Wilson 613H,Permian Resources Operating LLC,Karnes,Eagle Ford,28.882781,-97.880905,13013,2023-11-08,Active,Oil,295
42255002960000,Hernandez 34A,Laredo Petroleum Inc,Karnes,Eagle Ford,28.955011,-98.01449,12204,2023-04-22,Active,Oil,296
42255002970002,Anderson 973H,Marathon Oil Company,Karnes,Eagle Ford,29.025699,-98.124435,14662,2022-08-21,Active,Oil,297
42255002980102,Garcia 394H,Centennial Resource Production LLC,Karnes,Eagle Ford,29.127362,-97.990684,6293,2023-02-09,Active,Oil,298
42255002990000,Hernandez 22C,EOG Resources Inc,Karnes,Eagle Ford,29.000841,-97.749772,8471,2022-07-17,Active,Oil,299
42255003000002,Rodriguez 942H,Concho Resources Inc,Karnes,Eagle Ford,28.831347,-97.858437,6097,2022-03-31,Active,Oil,300
42255003010100,White 153H,Centennial Resource Production LLC,Karnes,Eagle Ford,29.020822,-97.771688,11790,2022-06-03,Active,Oil,301
42255003020002,Brown 691H,Matador Production Company,Karnes,Eagle Ford,29.033071,-97.717584,10633,2023-02-25,Active,Oil,302
42255003030001,Jones 53H,Cimarex Energy Company,Karnes,Eagle Ford,29.028809,-97.963477,11484,2022-12-06,Active,Oil,303
42255003040001,Wilson 361H,EOG Resources Inc,Karnes,Eagle Ford,29.0983,-97.739583,13054,2023-12-14,Active,Oil,304
42255003050001,Thomas 25B,Chevron USA Inc,Karnes,Eagle Ford,28.853754,-97.71289,12237,2022-08-05,Active,Oil,305
42255003060002,Miller 40B,Concho Resources Inc,Karnes,Eagle Ford,29.096378,-97.820253,13303,2023-02-18,Active,Oil,306
42255003070000,Garcia 59A,SM Energy Company,Karnes,Eagle Ford,29.151733,-98.185526,5828,2023-01-05,Active,Oil,307
42255003080002,Smith 48D,Marathon Oil Company,Karnes,Eagle Ford,28.947341,-97.967891,13008,2023-09-01,Active,Oil,308
42255003090002,Williams 41H,Cimarex Energy Company,Karnes,Eagle Ford,29.034752,-98.02512,11333,2022-02-20,Active,Oil,309
42255003100002,Davis 841H,Matador Production Company,Karnes,Eagle Ford,29.111932,-98.092841,11709,2023-06-10,Active,Oil,310
42255003110000,Rodriguez 921H,Permian Resources Operating LLC,Karnes,Eagle Ford,28.989639,-98.133843,9511,2023-03-10,Active,Oil,311
42255003120102,Brown 66A,Endeavor Energy Resources LP,Karnes,Eagle Ford,28.983599,-98.090895,11131,2023-07-29,Active,Oil,312
42255003130001,Rodriguez 362H,Independence Resources Management LLC,Karnes,Eagle Ford,28.913071,-97.857793,9278,2023-11-03,Active,Oil,313
42255003140002,Taylor 882H,Apache Corporation,Karnes,Eagle Ford,28.875344,-97.941353,7292,2022-01-27,Active,Oil,314
42255003150002,Thompson 44D,Apache Corporation,Karnes,Eagle Ford,28.903771,-97.990717,8643,2023-12-04,Active,Oil,315
42255003160000,Jackson 38C,Cimarex Energy Company,Karnes,Eagle Ford,29.162611,-97.864066,6599,2023-04-28,Active,Oil,316
42255003170002,Williams 46D,Marathon Oil Company,Karnes,Eagle Ford,29.090075,-97.920484,8659,2022-11-11,Active,Oil,317
42255003180001,Johnson 61B,Callon Petroleum Operating Company,Karnes,Eagle Ford,28.948673,-97.907215,8187,2023-05-28,Active,Oil,318
42255003190000,Martinez 733H,Centennial Resource Production LLC,Karnes,Eagle Ford,29.011935,-97.993446,12496,2022-05-27,Active,Oil,319
42255003200002,Johnson 58A,Devon Energy Production Company LP,Karnes,Eagle Ford,29.111576,-97.95621,9481,2022-08-03,Active,Oil,320
42255003210002,Thomas 523H,Devon Energy Production Company LP,Karnes,Eagle Ford,29.030512,-98.120782,12029,2023-05-04,Active,Oil,321
42255003220002,Davis 87A,EOG Resources Inc,Karnes,Eagle Ford,29.013513,-97.83467,5067,2023-10-04,Active,Oil,322
42255003230001,Martin 221H,Chevron USA Inc,Karnes,Eagle Ford,29.07741,-98.027825,6069,2022-02-16,Active,Oil,323
42255003240001,Jones 632H,Apache Corporation,Karnes,Eagle Ford,28.982371,-97.939856,10885,2022-07-12,Active,Oil,324
42255003250002,Smith 16C,Centennial Resource Production LLC,Karnes,Eagle Ford,28.80765,-98.087839,11006,2023-12-30,Active,Oil,325
42255003260002,Johnson 84B,EOG Resources Inc,Karnes,Eagle Ford,28.950077,-97.879839,5323,2022-02-19,Active,Oil,326
42255003270102,Jones 89D,Concho Resources Inc,Karnes,Eagle Ford,28.977726,-98.138202,5152,2022-11-05,Active,Oil,327
42255003280001,Brown 37B,ConocoPhillips Company,Karnes,Eagle Ford,29.064993,-98.065011,6867,2022-04-19,Active,Oil,328
42255003290001,Thomas 211H,Independence Resources Management LLC,Karnes,Eagle Ford,28.8799,-98.068503,5645,2023-07-16,Active,Oil,329
42255003300000,Williams 74B,Occidental Petroleum Corporation,Karnes,Eagle Ford,29.075282,-97.959668,13095,2022-06-02,Active,Oil,330
42255003310001,Wilson 601H,SM Energy Company,Karnes,Eagle Ford,28.830019,-97.838212,5820,2022-04-13,Active,Oil,331
42255003320102,Brown 98B,EOG Resources Inc,Karnes,Eagle Ford,29.140899,-98.019893,5751,2022-01-10,Active,Oil,332
42255003330002,Williams 442H,Devon Energy Production Company LP,Karnes,Eagle Ford,28.931464,-97.752736,7996,2022-04-27,Active,Oil,333
42255003340102,Miller 17B,Parsley Energy Operations LLC,Karnes,Eagle Ford,28.908733,-98.007142,5960,2022-06-13,Active,Oil,334
42255003350002,Taylor 792H,Matador Production Company,Karnes,Eagle Ford,28.99307,-97.915528,5472,2023-12-02,Active,Oil,335
42255003360100,Williams 841H,Diamondback E&P LLC,Karnes,Eagle Ford,28.993232,-97.955939,10148,2022-01-13,Active,Oil,336
42255003370002,Martinez 56B,SM Energy Company,Karnes,Eagle Ford,29.107011,-97.911675,9072,2023-05-09,Active,Oil,337
42255003380000,Miller 644H,Centennial Resource Production LLC,Karnes,Eagle Ford,28.859462,-97.786781,7709,2022-03-18,Active,Oil,338
42255003390002,Taylor 313H,Callon Petroleum Operating Company,Karnes,Eagle Ford,28.896357,-97.714927,6291,2023-04-16,Active,Oil,339
42255003400000,Moore 14A,Matador Production Company,Karnes,Eagle Ford,28.979239,-97.771705,11609,2023-02-27,Active,Oil,340
42255003410002,Jackson 84D,Laredo Petroleum Inc,Karnes,Eagle Ford,28.800068,-98.154552,12474,2022-12-16,Active,Oil,341
42255003420102,Anderson 154H,EOG Resources Inc,Karnes,Eagle Ford,29.126635,-97.777841,6596,2023-11-06,Active,Oil,342
42255003430002,Brown 22A,Callon Petroleum Operating Company,Karnes,Eagle Ford,28.942056,-97.883169,13067,2022-05-24,Active,Oil,343
42255003440001,Davis 254H,Concho Resources Inc,Karnes,Eagle Ford,28.842785,-97.894574,10536,2022-04-21,Active,Oil,344
42255003450001,Hernandez 64C,EOG Resources Inc,Karnes,Eagle Ford,29.170651,-97.781267,5071,2023-06-28,Active,Oil,345
42255003460002,Thompson 94C,Laredo Petroleum Inc,Karnes,Eagle Ford,29.174123,-97.780592,7103,2022-04-17,Active,Oil,346
42255003470102,Garcia 511H,Independence Resources Management LLC,Karnes,Eagle Ford,29.042464,-98.039078,10617,2022-10-29,Active,Oil,347
42255003480002,Jackson 922H,Diamondback E&P LLC,Karnes,Eagle Ford,28.855272,-97.898738,14069,2023-10-10,Active,Oil,348
42255003490002,Miller 912H,Occidental Petroleum Corporation,Karnes,Eagle Ford,29.049667,-98.05471,6890,2022-12-27,Active,Oil,349
42255003500001,Smith 4B,Matador Production Company,Karnes,Eagle Ford,29.028255,-97.866421,11240,2022-05-29,Active,Oil,350
42255003510002,Rodriguez 8C,EOG Resources Inc,Karnes,Eagle Ford,28.879961,-97.824907,9835,2022-07-28,Active,Oil,351
42255003520002,Jackson 313H,EOG Resources Inc,Karnes,Eagle Ford,28.943473,-97.973703,13370,2023-12-14,Active,Oil,352
42255003530000,Rodriguez 80D,EOG Resources Inc,Karnes,Eagle Ford,29.170594,-98.006223,12259,2022-08-19,Active,Oil,353
42255003540002,Davis 581H,Endeavor Energy Resources LP,Karnes,Eagle Ford,29.102043,-97.926692,7906,2023-12-01,Active,Oil,354
42255003550101,Jackson 171H,Devon Energy Production Company LP,Karnes,Eagle Ford,29.094032,-98.140323,7636,2023-08-22,Active,Oil,355
42255003560000,Martinez 81A,Permian Resources Operating LLC,Karnes,Eagle Ford,28.932225,-97.845155,9934,2023-05-18,Shut-in,Oil,356
42255003570000,Martin 65B,Laredo Petroleum Inc,Karnes,Eagle Ford,28.943234,-97.807984,7611,2023-03-02,Active,Oil,357
42255003580001,Anderson 281H,Centennial Resource Production LLC,Karnes,Eagle Ford,28.836778,-98.089401,13691,2023-05-02,Active,Oil,358
42255003590000,Martinez 153H,Permian Resources Operating LLC,Karnes,Eagle Ford,28.845889,-98.026996,11322,2022-09-20,Active,Oil,359
42255003600101,Johnson 841H,Apache Corporation,Karnes,Eagle Ford,28.809882,-97.941566,8154,2022-11-25,Active,Oil,360
42255003610002,Williams 86D,ConocoPhillips Company,Karnes,Eagle Ford,28.866958,-97.721862,8492,2023-12-03,Active,Oil,361
42255003620002,Jones 59A,ConocoPhillips Company,Karnes,Eagle Ford,28.882232,-97.785626,10434,2022-02-08,Active,Oil,362
42255003630001,Thomas 583H,EOG Resources Inc,Karnes,Eagle Ford,28.871197,-98.074046,11626,2023-03-20,Active,Oil,363
42255003640002,Thompson 90A,Centennial Resource Production LLC,Karnes,Eagle Ford,29.069319,-97.932583,6189,2023-01-02,Active,Oil,364
42255003650001,Hernandez 513H,ConocoPhillips Company,Karnes,Eagle Ford,28.915935,-97.857061,5504,2023-05-01,Active,Oil,365
42255003660002,Jones 871H,Chevron USA Inc,Karnes,Eagle Ford,28.854553,-98.004504,11113,2022-01-12,Active,Oil,366
42255003670102,Jackson 40B,Laredo Petroleum Inc,Karnes,Eagle Ford,28.85655,-98.179113,8441,2022-12-19,Active,Oil,367
42255003680000,Brown 86C,SM Energy Company,Karnes,Eagle Ford,28.856982,-98.108004,14294,2022-02-25,Active,Oil,368
42255003690001,Brown 93D,Laredo Petroleum Inc,Karnes,Eagle Ford,28.984506,-97.925168,14512,2023-05-14,Active,Oil,369
42255003700002,Williams 41D,Endeavor Energy Resources LP,Karnes,Eagle Ford,28.851286,-97.872264,12960,2023-04-07,Active,Oil,370
42255003710001,Thomas 1C,Apache Corporation,Karnes,Eagle Ford,29.077383,-98.123803,10131,2022-09-10,Shut-in,Oil,371
42255003720101,Hernandez 402H,Concho Resources Inc,Karnes,Eagle Ford,28.910672,-98.020257,12978,2023-07-19,Active,Oil,372
42255003730001,Williams 3B,Independence Resources Management LLC,Karnes,Eagle Ford,28.832789,-98.059692,13309,2023-10-09,Active,Oil,373
42255003740002,Rodriguez 844H,Matador Production Company,Karnes,Eagle Ford,29.03156,-97.8154,7435,2023-01-10,Active,Oil,374
42255003750001,Anderson 85A,Matador Production Company,Karnes,Eagle Ford,29.093291,-98.0545,8913,2023-09-21,Active,Oil,375
42389003760002,Moore 62H,SM Energy Company,Reeves,Permian Basin,31.256148,-103.836311,8585,2023-05-15,Active,Oil,376
42389003770001,Moore 64H,Marathon Oil Company,Reeves,Permian Basin,31.347774,-103.882877,5653,2023-10-27,Active,Oil,377
42389003780001,Taylor 762H,SM Energy Company,Reeves,Permian Basin,31.453427,-103.790602,6275,2023-06-14,Active,Oil,378
42389003790101,White 65A,Chevron USA Inc,Reeves,Permian Basin,31.406549,-103.758841,7276,2023-03-27,Active,Oil,379
42389003800000,Anderson 85B,Pioneer Natural Resources USA Inc,Reeves,Permian Basin,31.405817,-103.787676,8773,2023-03-01,Active,Oil,380
42389003810002,Thomas 32A,ConocoPhillips Company,Reeves,Permian Basin,31.392607,-103.708474,5706,2022-05-11,Active,Oil,381
42389003820000,Miller 241H,Devon Energy Production Company LP,Reeves,Permian Basin,31.25389,-103.694943,13464,2023-02-20,Active,Oil,382
42389003830000,Hernandez 624H,Matador Production Company,Reeves,Permian Basin,31.455049,-103.548596,7794,2022-08-13,Active,Oil,383
42389003840000,Martinez 774H,Independence Resources Management LLC,Reeves,Permian Basin,31.257085,-103.666942,14676,2022-03-12,Active,Oil,384
42389003850100,White 23B,Centennial Resource Production LLC,Reeves,Permian Basin,31.252885,-103.893375,12796,2023-09-22,Active,Oil,385
42389003860002,Jackson 87A,Laredo Petroleum Inc,Reeves,Permian Basin,31.401332,-103.852993,12069,2023-06-19,Active,Oil,386
42389003870101,Thompson 55B,EOG Resources Inc,Reeves,Permian Basin,31.479057,-103.728417,7193,2022-09-18,Active,Oil,387
42389003880101,Davis 91A,Chevron USA Inc,Reeves,Permian Basin,31.564034,-103.866473,5116,2023-08-15,Active,Oil,388
42389003890101,Brown 55C,SM Energy Company,Reeves,Permian Basin,31.202878,-103.638182,14590,2022-09-17,Active,Oil,389
42389003900100,Thomas 234H,Laredo Petroleum Inc,Reeves,Permian Basin,31.369425,-103.753742,11065,2023-07-27,Active,Oil,390
42389003910002,Brown 58D,Marathon Oil Company,Reeves,Permian Basin,31.595403,-103.66894,7650,2022-04-13,Active,Oil,391
42389003920000,Taylor 12A,Centennial Resource Production LLC,Reeves,Permian Basin,31.514432,-103.579659,7381,2023-04-28,Active,Oil,392
42389003930002,Johnson 523H,Concho Resources Inc,Reeves,Permian Basin,31.235256,-103.794763,13536,2022-10-21,Active,Oil,393
42389003940101,Smith 85D,Independence Resources Management LLC,Reeves,Permian Basin,31.222985,-103.590557,13489,2022-10-20,Active,Oil,394
42389003950002,Johnson 312H,Independence Resources Management LLC,Reeves,Permian Basin,31.404219,-103.62062,5004,2022-06-11,Active,Oil,395
42389003960102,Davis 95A,Marathon Oil Company,Reeves,Permian Basin,31.511869,-103.758749,6124,2022-04-03,Active,Oil,396
42389003970002,Davis 524H,Laredo Petroleum Inc,Reeves,Permian Basin,31.566004,-103.760762,14419,2022-01-05,Active,Oil,397
42389003980001,Brown 691H,Concho Resources Inc,Reeves,Permian Basin,31.402495,-103.676548,14419,2022-09-14,Active,Oil,398
42389003990102,Hernandez 62A,Centennial Resource Production LLC,Reeves,Permian Basin,31.425267,-103.592013,6904,2022-09-22,Active,Oil,399
42389004000101,Martin 90A,Chevron USA Inc,Reeves,Permian Basin,31.470765,-103.808028,9314,2022-09-12,Active,Oil,400
42389004010001,Martinez 282H,Centennial Resource Production LLC,Reeves,Permian Basin,31.469479,-103.57157,14399,2022-10-03,Active,Oil,401
42389004020000,Garcia 32D,Occidental Petroleum Corporation,Reeves,Permian Basin,31.3996,-103.820133,10833,2022-06-09,Shut-in,Oil,402
42389004030002,Johnson 484H,ConocoPhillips Company,Reeves,Permian Basin,31.568075,-103.629675,10167,2023-05-20,Active,Oil,403
42389004040001,Garcia 7C,Matador Production Company,Reeves,Permian Basin,31.547508,-103.703678,13613,2023-03-10,Active,Oil,404
42389004050100,Martin 414H,Laredo Petroleum Inc,Reeves,Permian Basin,31.213025,-103.761084,5137,2022-01-13,Active,Oil,405
42389004060000,Jackson 311H,Centennial Resource Production LLC,Reeves,Permian Basin,31.432403,-103.769826,9413,2023-04-28,Active,Oil,406
42389004070102,Anderson 522H,Callon Petroleum Operating Company,Reeves,Permian Basin,31.34637,-103.700492,9581,2023-04-07,Active,Oil,407
42389004080000,Jackson 493H,Diamondback E&P LLC,Reeves,Permian Basin,31.591709,-103.625595,8212,2022-05-30,Shut-in,Oil,408
42389004090100,Martin 632H,Diamondback E&P LLC,Reeves,Permian Basin,31.389195,-103.896103,9915,2022-09-14,Active,Oil,409
42389004100000,Rodriguez 814H,Matador Production Company,Reeves,Permian Basin,31.219084,-103.86041,6577,2023-04-06,Active,Oil,410
42389004110000,Thomas 45B,Marathon Oil Company,Reeves,Permian Basin,31.344385,-103.67586,14921,2022-07-23,Active,Oil,411
42389004120002,Martin 954H,Laredo Petroleum Inc,Reeves,Permian Basin,31.269816,-103.587876,12322,2022-03-22,Active,Oil,412
42389004130001,White 103H,Apache Corporation,Reeves,Permian Basin,31.385501,-103.517362,6296,2022-06-15,Active,Oil,413
42389004140101,Hernandez 962H,Callon Petroleum Operating Company,Reeves,Permian Basin,31.326751,-103.783457,14616,2023-06-18,Active,Oil,414
42389004150002,Rodriguez 27B,Concho Resources Inc,Reeves,Permian Basin,31.266927,-103.558315,7734,2023-02-11,Active,Oil,415
42389004160001,Martin 14B,Pioneer Natural Resources USA Inc,Reeves,Permian Basin,31.574717,-103.710726,9300,2023-09-25,Active,Oil,416
42389004170102,Jones 68C,Centennial Resource Production LLC,Reeves,Permian Basin,31.323748,-103.801041,7795,2022-01-30,Active,Oil,417
